Date	Closing Price (USD)	Behavior
2014-01-30 05:00:00.000	832.87399	0
2014-01-31 05:00:00.000	841.48914	1
2014-02-01 05:00:00.000	847.3638300000001	1
2014-02-02 05:00:00.000	854.7225	1
2014-02-03 05:00:00.000	856.0336599999999	1
2014-02-04 05:00:00.000	847.70697	0
2014-02-05 05:00:00.000	844.28836	0
2014-02-06 05:00:00.000	802.75333	0
2014-02-07 05:00:00.000	748.43559	0
2014-02-08 05:00:00.000	692.6691400000001	0
2014-02-09 05:00:00.000	668.86463	0
2014-02-10 05:00:00.000	700.44843	1
2014-02-11 05:00:00.000	694.3125	0
2014-02-12 05:00:00.000	665.7975	0
2014-02-13 05:00:00.000	645.615	0
2014-02-14 05:00:00.000	578.4125	0
2014-02-15 05:00:00.000	641.91	1
2014-02-16 05:00:00.000	656.2725	1
2014-02-17 05:00:00.000	611.04499	0
2014-02-18 05:00:00.000	634.99	1
2014-02-19 05:00:00.000	618.79	0
2014-02-20 05:00:00.000	619.8425	1
2014-02-21 05:00:00.000	545.7625	0
2014-02-22 05:00:00.000	561.535	1
2014-02-23 05:00:00.000	622.22	1
2014-02-24 05:00:00.000	572.7675	0
2014-02-25 05:00:00.000	501.155	0
2014-02-26 05:00:00.000	550.6025	1
2014-02-27 05:00:00.000	573.1025	1
2014-02-28 05:00:00.000	567.2925	0
2014-03-01 05:00:00.000	551.73	0
2014-03-02 05:00:00.000	560.195	1
2014-03-03 05:00:00.000	567.7	1
2014-03-04 05:00:00.000	666.1475	1
2014-03-05 05:00:00.000	660.84	0
2014-03-06 05:00:00.000	662.0225	1
2014-03-07 05:00:00.000	651.285	0
2014-03-08 05:00:00.000	612.33	0
2014-03-09 05:00:00.000	611.1625	0
2014-03-10 04:00:00.000	637.615	1
2014-03-11 04:00:00.000	626.0	0
2014-03-12 04:00:00.000	633.7474900000001	1
2014-03-13 04:00:00.000	631.755	0
2014-03-14 04:00:00.000	636.4141400000001	1
2014-03-15 04:00:00.000	628.18751	0
2014-03-16 04:00:00.000	632.9533299999999	1
2014-03-17 04:00:00.000	630.34833	0
2014-03-18 04:00:00.000	617.24333	0
2014-03-19 04:00:00.000	616.86665	0
2014-03-20 04:00:00.000	601.015	0
2014-03-21 04:00:00.000	581.3333299999999	0
2014-03-22 04:00:00.000	570.36168	0
2014-03-23 04:00:00.000	562.9533299999999	0
2014-03-24 04:00:00.000	557.16833	0
2014-03-25 04:00:00.000	573.34998	1
2014-03-26 04:00:00.000	572.4916099999999	0
2014-03-27 04:00:00.000	570.54833	0
2014-03-28 04:00:00.000	509.70665	0
2014-03-29 04:00:00.000	499.24998	0
2014-03-30 04:00:00.000	486.80845	0
2014-03-31 04:00:00.000	472.4783	0
2014-04-01 04:00:00.000	464.88	0
2014-04-02 04:00:00.000	480.16580999999996	1
2014-04-03 04:00:00.000	427.87498	0
2014-04-04 04:00:00.000	432.99715999999995	1
2014-04-05 04:00:00.000	453.87147999999996	1
2014-04-06 04:00:00.000	462.445	1
2014-04-07 04:00:00.000	456.46948	0
2014-04-08 04:00:00.000	452.81	0
2014-04-09 04:00:00.000	450.48082999999997	0
2014-04-10 04:00:00.000	426.98332999999997	0
2014-04-11 04:00:00.000	374.59166	0
2014-04-12 04:00:00.000	438.24665999999996	1
2014-04-13 04:00:00.000	423.51565999999997	0
2014-04-14 04:00:00.000	409.03166	0
2014-04-15 04:00:00.000	455.28315999999995	1
2014-04-16 04:00:00.000	517.0966599999999	1
2014-04-17 04:00:00.000	522.455	1
2014-04-18 04:00:00.000	490.8785	0
2014-04-19 04:00:00.000	469.38332	0
2014-04-20 04:00:00.000	507.80663	1
2014-04-21 04:00:00.000	505.09665	0
2014-04-22 04:00:00.000	497.65000999999995	0
2014-04-23 04:00:00.000	487.84	0
2014-04-24 04:00:00.000	487.11332999999996	0
2014-04-25 04:00:00.000	469.08815999999996	0
2014-04-26 04:00:00.000	448.77834	0
2014-04-27 04:00:00.000	452.14829000000003	1
2014-04-28 04:00:00.000	426.78166	0
2014-04-29 04:00:00.000	432.60497999999995	1
2014-04-30 04:00:00.000	444.85668	1
2014-05-01 04:00:00.000	454.55665999999997	1
2014-05-02 04:00:00.000	453.59833	0
2014-05-03 04:00:00.000	441.97832999999997	0
2014-05-04 04:00:00.000	438.29035	0
2014-05-05 04:00:00.000	432.78747999999996	0
2014-05-06 04:00:00.000	418.61831	0
2014-05-07 04:00:00.000	428.42593	1
2014-05-08 04:00:00.000	442.57665999999995	1
2014-05-09 04:00:00.000	439.04	0
2014-05-10 04:00:00.000	449.04332999999997	1
2014-05-11 04:00:00.000	449.74165999999997	1
2014-05-12 04:00:00.000	434.27	0
2014-05-13 04:00:00.000	437.0	1
2014-05-14 04:00:00.000	438.88	1
2014-05-15 04:00:00.000	445.045	1
2014-05-16 04:00:00.000	443.18	0
2014-05-17 04:00:00.000	445.60666	1
2014-05-18 04:00:00.000	445.15666	0
2014-05-19 04:00:00.000	444.73832999999996	0
2014-05-20 04:00:00.000	455.65333	1
2014-05-21 04:00:00.000	489.86999000000003	1
2014-05-22 04:00:00.000	490.18665999999996	1
2014-05-23 04:00:00.000	522.31	1
2014-05-24 04:00:00.000	512.30833	0
2014-05-25 04:00:00.000	533.9299900000001	1
2014-05-26 04:00:00.000	579.59333	1
2014-05-27 04:00:00.000	581.51	1
2014-05-28 04:00:00.000	572.4483299999999	0
2014-05-29 04:00:00.000	562.4	0
2014-05-30 04:00:00.000	571.845	1
2014-05-31 04:00:00.000	612.12666	1
2014-06-01 04:00:00.000	638.16333	1
2014-06-02 04:00:00.000	634.98333	0
2014-06-03 04:00:00.000	660.2466599999999	1
2014-06-04 04:00:00.000	627.79833	0
2014-06-05 04:00:00.000	642.89166	1
2014-06-06 04:00:00.000	652.52666	1
2014-06-07 04:00:00.000	648.6016599999999	0
2014-06-08 04:00:00.000	652.5916599999999	1
2014-06-09 04:00:00.000	652.11	0
2014-06-10 04:00:00.000	644.085	0
2014-06-11 04:00:00.000	642.00666	0
2014-06-12 04:00:00.000	632.55	0
2014-06-13 04:00:00.000	585.48333	0
2014-06-14 04:00:00.000	588.52333	1
2014-06-15 04:00:00.000	570.28833	0
2014-06-16 04:00:00.000	589.06666	1
2014-06-17 04:00:00.000	592.25666	1
2014-06-18 04:00:00.000	610.41333	1
2014-06-19 04:00:00.000	601.88666	0
2014-06-20 04:00:00.000	594.09333	0
2014-06-21 04:00:00.000	582.04499	0
2014-06-22 04:00:00.000	599.57	1
2014-06-23 04:00:00.000	592.405	0
2014-06-24 04:00:00.000	584.64166	0
2014-06-25 04:00:00.000	575.905	0
2014-06-26 04:00:00.000	571.76666	0
2014-06-27 04:00:00.000	582.43166	1
2014-06-28 04:00:00.000	597.66833	1
2014-06-29 04:00:00.000	598.73333	1
2014-06-30 04:00:00.000	597.51333	0
2014-07-01 04:00:00.000	647.1224900000001	1
2014-07-02 04:00:00.000	637.85625	0
2014-07-03 04:00:00.000	642.65125	1
2014-07-04 04:00:00.000	643.95124	1
2014-07-05 04:00:00.000	628.41625	0
2014-07-06 04:00:00.000	631.03	1
2014-07-07 04:00:00.000	631.29875	1
2014-07-08 04:00:00.000	621.2424900000001	0
2014-07-09 04:00:00.000	620.72	0
2014-07-10 04:00:00.000	621.3075	1
2014-07-11 04:00:00.000	616.8312400000001	0
2014-07-12 04:00:00.000	634.35749	1
2014-07-13 04:00:00.000	627.69	0
2014-07-14 04:00:00.000	621.4249900000001	0
2014-07-15 04:00:00.000	618.73875	0
2014-07-16 04:00:00.000	619.8075	1
2014-07-17 04:00:00.000	614.68875	0
2014-07-18 04:00:00.000	623.4974900000001	1
2014-07-19 04:00:00.000	623.99625	1
2014-07-20 04:00:00.000	623.00625	0
2014-07-21 04:00:00.000	617.9612400000001	0
2014-07-22 04:00:00.000	622.10749	1
2014-07-23 04:00:00.000	618.4475	0
2014-07-24 04:00:00.000	617.6875	0
2014-07-25 04:00:00.000	602.93125	0
2014-07-26 04:00:00.000	597.585	0
2014-07-27 04:00:00.000	592.96375	0
2014-07-28 04:00:00.000	580.11	0
2014-07-29 04:00:00.000	585.44875	1
2014-07-30 04:00:00.000	580.5175	0
2014-07-31 04:00:00.000	564.57	0
2014-08-01 04:00:00.000	583.39	1
2014-08-02 04:00:00.000	593.80625	1
2014-08-03 04:00:00.000	581.52	0
2014-08-04 04:00:00.000	585.80125	1
2014-08-05 04:00:00.000	582.33375	0
2014-08-06 04:00:00.000	582.52125	1
2014-08-07 04:00:00.000	583.62375	1
2014-08-08 04:00:00.000	595.80875	1
2014-08-09 04:00:00.000	585.39625	0
2014-08-10 04:00:00.000	586.05875	1
2014-08-11 04:00:00.000	588.7525	1
2014-08-12 04:00:00.000	566.31625	0
2014-08-13 04:00:00.000	565.55125	0
2014-08-14 04:00:00.000	534.54	0
2014-08-15 04:00:00.000	511.4725	0
2014-08-16 04:00:00.000	487.56625	0
2014-08-17 04:00:00.000	516.62625	1
2014-08-18 04:00:00.000	489.4675	0
2014-08-19 04:00:00.000	455.91625	0
2014-08-20 04:00:00.000	472.91	1
2014-08-21 04:00:00.000	519.015	1
2014-08-22 04:00:00.000	508.12875	0
2014-08-23 04:00:00.000	507.51	0
2014-08-24 04:00:00.000	501.63125	0
2014-08-25 04:00:00.000	503.32125	1
2014-08-26 04:00:00.000	504.62625	1
2014-08-27 04:00:00.000	513.39125	1
2014-08-28 04:00:00.000	514.62375	1
2014-08-29 04:00:00.000	506.025	0
2014-08-30 04:00:00.000	504.70625	0
2014-08-31 04:00:00.000	502.055	0
2014-09-01 04:00:00.000	474.5425	0
2014-09-02 04:00:00.000	477.98375	1
2014-09-03 04:00:00.000	476.88375	0
2014-09-04 04:00:00.000	475.65	0
2014-09-05 04:00:00.000	485.65125	1
2014-09-06 04:00:00.000	480.9075	0
2014-09-07 04:00:00.000	481.88375	1
2014-09-08 04:00:00.000	473.58625	0
2014-09-09 04:00:00.000	468.5775	0
2014-09-10 04:00:00.000	474.29125	1
2014-09-11 04:00:00.000	479.4175	1
2014-09-12 04:00:00.000	473.6725	0
2014-09-13 04:00:00.000	471.5325	0
2014-09-14 04:00:00.000	475.37875	1
2014-09-15 04:00:00.000	475.02125	0
2014-09-16 04:00:00.000	471.08375	0
2014-09-17 04:00:00.000	464.55375	0
2014-09-18 04:00:00.000	449.95875	0
2014-09-19 04:00:00.000	425.4475	0
2014-09-20 04:00:00.000	410.08	0
2014-09-21 04:00:00.000	405.79625	0
2014-09-22 04:00:00.000	399.0975	0
2014-09-23 04:00:00.000	399.5025	1
2014-09-24 04:00:00.000	427.8125	1
2014-09-25 04:00:00.000	416.12	0
2014-09-26 04:00:00.000	410.15	0
2014-09-27 04:00:00.000	403.4975	0
2014-09-28 04:00:00.000	398.84	0
2014-09-29 04:00:00.000	377.97875	0
2014-09-30 04:00:00.000	376.08375	0
2014-10-01 04:00:00.000	387.94	1
2014-10-02 04:00:00.000	381.7475	0
2014-10-03 04:00:00.000	372.0575	0
2014-10-04 04:00:00.000	360.7525	0
2014-10-05 04:00:00.000	335.98125	0
2014-10-06 04:00:00.000	308.07875	0
2014-10-07 04:00:00.000	337.23375	1
2014-10-08 04:00:00.000	326.2325	0
2014-10-09 04:00:00.000	351.34625	1
2014-10-10 04:00:00.000	368.59625	1
2014-10-11 04:00:00.000	359.2025	0
2014-10-12 04:00:00.000	356.99875	0
2014-10-13 04:00:00.000	371.15625	1
2014-10-14 04:00:00.000	392.7825	1
2014-10-15 04:00:00.000	396.34625	1
2014-10-16 04:00:00.000	392.56625	0
2014-10-17 04:00:00.000	376.26875	0
2014-10-18 04:00:00.000	378.675	1
2014-10-19 04:00:00.000	390.95875	1
2014-10-20 04:00:00.000	381.72375	0
2014-10-21 04:00:00.000	380.0575	0
2014-10-22 04:00:00.000	382.93875	1
2014-10-23 04:00:00.000	376.59	0
2014-10-24 04:00:00.000	351.7825	0
2014-10-25 04:00:00.000	353.6325	1
2014-10-26 04:00:00.000	345.1925	0
2014-10-27 04:00:00.000	350.9775	1
2014-10-28 04:00:00.000	349.79625	0
2014-10-29 04:00:00.000	348.9025	0
2014-10-30 04:00:00.000	335.53625	0
2014-10-31 04:00:00.000	343.55875	1
2014-11-01 04:00:00.000	338.0105	0
2014-11-02 04:00:00.000	325.22632999999996	0
2014-11-03 05:00:00.000	331.60083	1
2014-11-04 05:00:00.000	324.71833	0
2014-11-05 05:00:00.000	332.45666	1
2014-11-06 05:00:00.000	336.585	1
2014-11-07 05:00:00.000	346.775	1
2014-11-08 05:00:00.000	344.81166	0
2014-11-09 05:00:00.000	343.065	0
2014-11-10 05:00:00.000	358.50166	1
2014-11-11 05:00:00.000	368.07666	1
2014-11-12 05:00:00.000	376.99666	1
2014-11-13 05:00:00.000	442.10666	1
2014-11-14 05:00:00.000	389.00333	0
2014-11-15 05:00:00.000	394.92666	1
2014-11-16 05:00:00.000	377.08	0
2014-11-17 05:00:00.000	400.47166	1
2014-11-18 05:00:00.000	384.93	0
2014-11-19 05:00:00.000	375.83333	0
2014-11-20 05:00:00.000	376.16	1
2014-11-21 05:00:00.000	348.565	0
2014-11-22 05:00:00.000	352.42	1
2014-11-23 05:00:00.000	356.8	1
2014-11-24 05:00:00.000	367.83	1
2014-11-25 05:00:00.000	381.20666	1
2014-11-26 05:00:00.000	375.49800000000005	0
2014-11-27 05:00:00.000	372.819	0
2014-11-28 05:00:00.000	368.983	0
2014-11-29 05:00:00.000	375.44	1
2014-11-30 05:00:00.000	376.851	1
2014-12-01 05:00:00.000	376.13218	0
2014-12-02 05:00:00.000	377.86199999999997	1
2014-12-03 05:00:00.000	382.452	1
2014-12-04 05:00:00.000	376.38199999999995	0
2014-12-05 05:00:00.000	368.3618	0
2014-12-06 05:00:00.000	373.414	1
2014-12-07 05:00:00.000	373.744	1
2014-12-08 05:00:00.000	373.155	0
2014-12-09 05:00:00.000	357.884	0
2014-12-10 05:00:00.000	348.898	0
2014-12-11 05:00:00.000	341.041	0
2014-12-12 05:00:00.000	348.272	1
2014-12-13 05:00:00.000	346.74199999999996	0
2014-12-14 05:00:00.000	347.348	1
2014-12-15 05:00:00.000	348.67400000000004	1
2014-12-16 05:00:00.000	338.54699999999997	0
2014-12-17 05:00:00.000	330.536	0
2014-12-18 05:00:00.000	317.405	0
2014-12-19 05:00:00.000	306.45999	0
2014-12-20 05:00:00.000	319.19599999999997	1
2014-12-21 05:00:00.000	321.89299	1
2014-12-22 05:00:00.000	320.03499	0
2014-12-23 05:00:00.000	328.70099999999996	1
2014-12-24 05:00:00.000	332.05300000000005	1
2014-12-25 05:00:00.000	321.38599999999997	0
2014-12-26 05:00:00.000	318.563	0
2014-12-27 05:00:00.000	320.868	1
2014-12-28 05:00:00.000	316.009	0
2014-12-29 05:00:00.000	315.64	0
2014-12-30 05:00:00.000	313.994	0
2014-12-31 05:00:00.000	309.903	0
2015-01-01 05:00:00.000	317.204	1
2015-01-02 05:00:00.000	314.49899	0
2015-01-03 05:00:00.000	311.14099	0
2015-01-04 05:00:00.000	277.853	0
2015-01-05 05:00:00.000	270.813	0
2015-01-06 05:00:00.000	272.0175	1
2015-01-07 05:00:00.000	283.84125	1
2015-01-08 05:00:00.000	290.485	1
2015-01-09 05:00:00.000	281.03625	0
2015-01-10 05:00:00.000	286.688	1
2015-01-11 05:00:00.000	277.64999	0
2015-01-12 05:00:00.000	268.10199	0
2015-01-13 05:00:00.000	243.081	0
2015-01-14 05:00:00.000	219.128	0
2015-01-15 05:00:00.000	193.3511	0
2015-01-16 05:00:00.000	220.5745	1
2015-01-17 05:00:00.000	209.1655	0
2015-01-18 05:00:00.000	195.59467	0
2015-01-19 05:00:00.000	212.2711	1
2015-01-20 05:00:00.000	211.5401	0
2015-01-21 05:00:00.000	212.28249	1
2015-01-22 05:00:00.000	230.6754	1
2015-01-23 05:00:00.000	226.30418999999998	0
2015-01-24 05:00:00.000	231.4242	1
2015-01-25 05:00:00.000	251.606	1
2015-01-26 05:00:00.000	283.59769	1
2015-01-27 05:00:00.000	258.5374	0
2015-01-28 05:00:00.000	257.447	0
2015-01-29 05:00:00.000	235.94799999999998	0
2015-01-30 05:00:00.000	233.141	0
2015-01-31 05:00:00.000	226.94116	0
2015-02-01 05:00:00.000	216.66066	0
2015-02-02 05:00:00.000	229.80441000000002	1
2015-02-03 05:00:00.000	237.65175	1
2015-02-04 05:00:00.000	225.83857999999998	0
2015-02-05 05:00:00.000	226.554	1
2015-02-06 05:00:00.000	219.75625	0
2015-02-07 05:00:00.000	225.46666000000002	1
2015-02-08 05:00:00.000	225.73291	1
2015-02-09 05:00:00.000	222.78408	0
2015-02-10 05:00:00.000	220.16725	0
2015-02-11 05:00:00.000	223.00366	1
2015-02-12 05:00:00.000	218.72832999999997	0
2015-02-13 05:00:00.000	223.96716	1
2015-02-14 05:00:00.000	237.65716	1
2015-02-15 05:00:00.000	256.21758	1
2015-02-16 05:00:00.000	230.1355	0
2015-02-17 05:00:00.000	235.71275	1
2015-02-18 05:00:00.000	242.93183	1
2015-02-19 05:00:00.000	237.1035	0
2015-02-20 05:00:00.000	241.07182999999998	1
2015-02-21 05:00:00.000	245.70566000000002	1
2015-02-22 05:00:00.000	245.145	0
2015-02-23 05:00:00.000	235.14141	0
2015-02-24 05:00:00.000	238.93183	1
2015-02-25 05:00:00.000	238.15225	0
2015-02-26 05:00:00.000	235.67716000000001	0
2015-02-27 05:00:00.000	251.28907999999998	1
2015-02-28 05:00:00.000	251.03416	0
2015-03-01 05:00:00.000	251.9314	1
2015-03-02 05:00:00.000	258.8485	1
2015-03-03 05:00:00.000	270.7625	1
2015-03-04 05:00:00.000	278.1172	1
2015-03-05 05:00:00.000	269.2606	0
2015-03-06 05:00:00.000	274.8977	1
2015-03-07 05:00:00.000	270.86109	0
2015-03-08 05:00:00.000	276.72789	1
2015-03-09 04:00:00.000	277.98519	1
2015-03-10 04:00:00.000	294.1886	1
2015-03-11 04:00:00.000	289.7149	0
2015-03-12 04:00:00.000	292.8678	1
2015-03-13 04:00:00.000	293.224	1
2015-03-14 04:00:00.000	282.644	0
2015-03-15 04:00:00.000	283.0809	1
2015-03-16 04:00:00.000	290.61579	1
2015-03-17 04:00:00.000	290.54200000000003	0
2015-03-18 04:00:00.000	283.7507	0
2015-03-19 04:00:00.000	252.44789	0
2015-03-20 04:00:00.000	263.4741	1
2015-03-21 04:00:00.000	259.913	0
2015-03-22 04:00:00.000	259.3943	0
2015-03-23 04:00:00.000	267.5549	1
2015-03-24 04:00:00.000	265.27299999999997	0
2015-03-25 04:00:00.000	246.6733	0
2015-03-26 04:00:00.000	245.6489	0
2015-03-27 04:00:00.000	246.5497	1
2015-03-28 04:00:00.000	248.4467	1
2015-03-29 04:00:00.000	246.72799999999998	0
2015-03-30 04:00:00.000	245.1133	0
2015-03-31 04:00:00.000	247.2639	1
2015-04-01 04:00:00.000	243.3028	0
2015-04-02 04:00:00.000	246.96	1
2015-04-03 04:00:00.000	252.0578	1
2015-04-04 04:00:00.000	253.4334	1
2015-04-05 04:00:00.000	252.0256	0
2015-04-06 04:00:00.000	260.3589	1
2015-04-07 04:00:00.000	252.0909	0
2015-04-08 04:00:00.000	252.8629	1
2015-04-09 04:00:00.000	244.0449	0
2015-04-10 04:00:00.000	240.9478	0
2015-04-11 04:00:00.000	236.4388	0
2015-04-12 04:00:00.000	236.5542	1
2015-04-13 04:00:00.000	235.52200000000002	0
2015-04-14 04:00:00.000	222.6009	0
2015-04-15 04:00:00.000	220.9126	0
2015-04-16 04:00:00.000	226.0171	1
2015-04-17 04:00:00.000	227.9255	1
2015-04-18 04:00:00.000	223.317	0
2015-04-19 04:00:00.000	223.4062	1
2015-04-20 04:00:00.000	223.9214	1
2015-04-21 04:00:00.000	224.9815	1
2015-04-22 04:00:00.000	235.50368999999998	1
2015-04-23 04:00:00.000	234.15749	0
2015-04-24 04:00:00.000	233.40079	0
2015-04-25 04:00:00.000	228.92379	0
2015-04-26 04:00:00.000	219.94548999999998	0
2015-04-27 04:00:00.000	219.19029	0
2015-04-28 04:00:00.000	227.3867	1
2015-04-29 04:00:00.000	225.3545	0
2015-04-30 04:00:00.000	225.9976	1
2015-05-01 04:00:00.000	236.6827	1
2015-05-02 04:00:00.000	233.8511	0
2015-05-03 04:00:00.000	236.2378	1
2015-05-04 04:00:00.000	240.3646	1
2015-05-05 04:00:00.000	235.6033	0
2015-05-06 04:00:00.000	235.6017	0
2015-05-07 04:00:00.000	230.4207	0
2015-05-08 04:00:00.000	237.05900000000003	1
2015-05-09 04:00:00.000	244.6989	1
2015-05-10 04:00:00.000	241.516	0
2015-05-11 04:00:00.000	239.4036	0
2015-05-12 04:00:00.000	240.00079	1
2015-05-13 04:00:00.000	241.3529	1
2015-05-14 04:00:00.000	235.5478	0
2015-05-15 04:00:00.000	237.5737	1
2015-05-16 04:00:00.000	236.657	0
2015-05-17 04:00:00.000	236.33900000000003	0
2015-05-18 04:00:00.000	236.2319	0
2015-05-19 04:00:00.000	233.3119	0
2015-05-20 04:00:00.000	232.7193	0
2015-05-21 04:00:00.000	234.204	1
2015-05-22 04:00:00.000	235.86328999999998	1
2015-05-23 04:00:00.000	240.1588	1
2015-05-24 04:00:00.000	239.7985	0
2015-05-25 04:00:00.000	240.9415	1
2015-05-26 04:00:00.000	237.6588	0
2015-05-27 04:00:00.000	237.1844	0
2015-05-28 04:00:00.000	237.6708	1
2015-05-29 04:00:00.000	237.2277	0
2015-05-30 04:00:00.000	236.1404	0
2015-05-31 04:00:00.000	233.3328	0
2015-06-01 04:00:00.000	230.8331	0
2015-06-02 04:00:00.000	223.415	0
2015-06-03 04:00:00.000	226.6168	1
2015-06-04 04:00:00.000	225.44400000000002	0
2015-06-05 04:00:00.000	223.9665	0
2015-06-06 04:00:00.000	224.2525	1
2015-06-07 04:00:00.000	225.8403	1
2015-06-08 04:00:00.000	223.69458999999998	0
2015-06-09 04:00:00.000	228.1884	1
2015-06-10 04:00:00.000	229.2025	1
2015-06-11 04:00:00.000	229.9599	1
2015-06-12 04:00:00.000	229.9082	0
2015-06-13 04:00:00.000	230.6695	1
2015-06-14 04:00:00.000	233.1445	1
2015-06-15 04:00:00.000	234.7473	1
2015-06-16 04:00:00.000	237.39899	1
2015-06-17 04:00:00.000	248.7435	1
